#LINK,,,,,,,,,,
#lang,ja,,,,,,,,,
#attribution_name,高松市,,,,,,,,,
#license,http://creativecommons.org/licenses/by/3.0/deed.ja,,,,,,,,,
#file_name,0002,,,,,,,,,
#download_from,https://opendata.smartcity-takamatsu.jp/ckan/dataset/aed_location,,,,,,,,,
#property,name,address,installationPosition,location,telephoneNumber,availableDate,startTime,endTime,availableDateNote,equipmentForChildren
#object_type_xsd,string,string,string,string,string,string,string,string,string,string
#property_context,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion
170,国分寺地域保健活動センター,高松市国分寺町新居1180-1　,１階ロビー,"34.29569083,133.96479361",087-874-8200,月火水木金,08:30,17:15,祝日、12/29〜1/3を除く,
171,西部クリーンセンター,高松市川部町930-1,事務室入口,"34.26217611,134.01500139",087-885-2727,月火水木金,08:30,17:15,祝日、12/29〜1/3を除く,有
172,南部クリーンセンター,高松市塩江町安原下第3号2084-1,事務室入口,"34.19923333,134.0320875",087-890-2190,月火水木金,08:30,17:15,祝日、12/29〜1/3を除く,有
173,高松競輪場,高松市福岡町一丁目4-46　,中央スタンド　開催事務所、医務室、前売投票所,"34.34513722,134.0610975",087-851-5036,月火水木金土日,08:30,17:15,競輪非開催日は利用できない場合あり,有
174,中央卸売市場　水産物棟,高松市瀬戸内町30-5,守衛室,"34.34794306,134.02917111",087-862-3411,月火水木金土日,00:00,23:59,終日利用可能,有
175,中央卸売市場　青果棟,高松市瀬戸内町40-12,守衛室,"34.35130528,134.02936111",087-862-3411,月火水木金土日,00:00,23:59,終日利用可能,無
176,公設花き地方卸売市場　花き棟,高松市西町12-1,守衛室,"34.34741389,134.02654222",087-862-3411,月火水木金土日,00:00,23:59,終日利用可能,有
178,香南楽湯,高松市香南町横井997-2　,２階食堂前,"34.23945861,134.00725639",087-815-8585,月火水木金土日,10:00,23:00,第３水曜は休館,
179,高松市奥の湯温泉,高松市塩江町上西甲783-1,,"34.13038417,134.07516139",,,,,,
180,鬼が島おにの館,高松市女木町15-22,事務所受付,"34.38945694,134.05230528",087-873-0728,月火水木金土日,08:00,17:00,8/1〜8/20は8:00〜18:10,
181,高松市文化芸術ホール,高松市サンポート2−1　,１階楽屋警備室、２階管理事務室,"34.35252583,134.04737444",087-825-5000,月火水木金土日,06:30,23:30,12/29〜1/3を除く。２階管理事務室設置のものは8:30〜18:30,
182,高松国分寺ホール,高松市国分寺町新名430　,受付,"34.29604611,133.95950806",087-875-0162,火水木金土日,09:00,22:00,休館日以外利用可能。休館日：毎週月曜（月曜が祝日の場合は翌平日）及び12/29〜1/3,
183,玉藻公園,高松市玉藻町2-1　,陳列館、和舟乗船所（開園時）、西門料金所（閉園時）,"34.35020333,134.05156472",087-851-1521,月火水木金土日,,,開園時間中利用可,
184,石の民俗資料館,高松市牟礼町牟礼1810,エントランスホール（館出入口付近）,"34.35271028,134.13403806",087-845-8484,月火水木金土日,09:00,17:00,開館日のみ利用可,
185,四番丁スクエア（高松市埋蔵文化財センター）,高松市番町一丁目5-1,本館管理室横、体育館北入口横,"34.34377306,134.04579889",087-823-2714,月火水木金,08:30,17:15,祝日、12/29〜1/3を除く。体育館北入口横のものは学校跡地施設利用者のみ利用可,有
186,高松市総合体育館,高松市福岡町四丁目36−1　,第１競技場入口,"34.34199056,134.07412694",087-822-0211,月水木金土日,09:00,22:00,,
187,ヨット競技場,高松市浜ノ町67-1,医務室,"34.35193639,134.04204806",087-823-6099,月水木金土日,08:30,20:00,,
188,市民プール,高松市浜ノ町53-10,事務所,"34.35176389,134.03979917",087-822-5655,月火水木金土日,09:00,18:00,7/1〜8/31のみ,
189,福岡町プール,高松市福岡町三丁目33-24　,受付カウンター,"34.34291278,134.07262722",087-823-7227,月水木金土日,10:00,20:30,,
190,亀水運動センター,高松市亀水町458-1　,事務所入口,"34.37228167,133.94409861",087-881-0182,月水木金土日,09:00,22:00,,
191,西部運動センター,高松市鬼無町鬼無10-2　,入口ロビー,"34.30853528,133.98067028",087-885-3344,月水木金土日,09:00,22:00,,
192,かわなべスポーツセンター,高松市川部町932-7　,プールロビー,"34.26081306,134.01622889",087-885-4611,月水木金土日,09:00,22:00,,
193,仏生山公園温水プール,高松市仏生山町甲2654-1　,プールロビー,"34.27103972,134.04834833",087-888-5011,火水木金土日,13:00,20:30,土日は10:00〜20:30,
194,牟礼総合体育館,高松市牟礼町牟礼152-10　,ロビー,"34.34252806,134.14306528",087-845-7060,火水木金土日,09:00,22:00,,
195,香川総合体育館,高松市香川町川東下1917-1　,事務所横ロビー,"34.25499944,134.02794222",087-879-8000,火水木金土日,09:00,22:00,,
196,国分寺B&G海洋センター,高松市国分寺町新名2069-1　,ロビー,"34.27257361,133.94997917",087-874-4311,火水木金土日,09:00,22:00,,
197,国分寺はくちょう温泉,高松市国分寺町新名2213-1　,受付カウンター,"34.27155833,133.95077306",087-874-8900,火水木金土日,10:00,20:00,,
198,牟礼中央公園運動センター,高松市牟礼町原1019-8　,入口ロビー,"34.33684306,134.15340083",087-845-1563,月水木金土日,09:00,22:00,,
199,健康増進温浴施設「ループしおのえ」　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,高松市塩江町安原下第3号2074−2　,プール監視室,"34.19758944,134.03359917",087-897-0781,月水木金土日,10:00,20:30,,
200,香南体育館,高松市香南町横井844-7,事務所,"34.24330306,134.006425",087-879-3136,火水木金土日,09:00,22:00,,
201,高松市牟礼町プール,高松市牟礼町大町678-2,事務所,"34.33837972,134.143525",087-845-7060,月火水木金土日,09:00,18:00,7/20〜8/24のみ,
202,高松市美術館,高松市紺屋町10−4　,正面入口,"34.34410639,134.04909861",087-823-1711,火水木金土日,09:30,17:00,月曜が祝日の場合は翌平日が休館,有
203,高松市塩江美術館,高松市塩江町安原上602,事務所内,"34.17550139,134.08163722",087-893-1800,火水木金土日,09:00,17:00,月曜が祝日の場合は翌平日が休館,有
204,中央駐車場,高松市番町一丁目11-22,監理事務所内,"34.34164278,134.04657667",087-862-2285,月火水木金土日,07:30,22:00,,
205,瓦町駅地下駐車場,高松市常磐町一丁目3-1,監理事務所内,"34.33872806,134.05221694",087-823-2585,月火水木金土日,07:30,22:00,,
206,高松市東部運動公園,高松市高松町1347-1,事務所,"34.32903,134.12459944",087-843-9446,月水木金土日,09:00,22:00,,
207,峰山公園,高松市峰山町1838-37,監理事務所内,"34.32983778,134.02652972",087-834-7297,月火水木金土日,08:30,17:00,12/29〜1/3を除く,
208,如意輪寺公園,高松市国分寺町国分2530-2,監理事務所内,"34.308125,133.95237722",087-875-1221,月水木金土日,09:00,19:00,3月・10月は18:00まで、11月〜2月は17:00まで。休園日以外利用可能。休園日：毎週火曜（火曜が祝日の場合は翌平日）及び12/29〜1/3,
209,高松市立みんなの病院,高松市仏生山町甲847-1,１階みんなのホール入口、２階Ａブロック外来、２階通院治療室、４階４Ｅ処置室、６階６Ｅスタッフステーション,"34.282855, 134.040625",,月火水木金,08:30,17:15,祝日、12/29〜1/3を除く。４階と６階のものは終日利用可能。,
210,高松市民病院塩江分院,高松市塩江町安原上東99−1　,正面入口,"34.17156278,134.08058806",087-893-0031,月火水木金,08:30,17:15,祝日、12/29〜1/3を除く,
211,新番丁小学校,高松市錦町二丁目14-1,体育館南側外側面南西扉の東側壁面,"34.34583944,134.04099361",087-851-1316,,,,学校開校日に随時,
212,亀阜小学校,高松市亀岡町10-1,体育館外北側の壁,"34.33835611,134.04018167",087-861-2013,,,,学校開校日に随時,
213,栗林小学校,高松市栗林町二丁目10-7,体育館入口、保健室横運動場入口の外側壁面,"34.33083306,134.05012111",087-861-3438,,,,学校開校日に随時,
214,花園小学校,高松市花園町二丁目7-7,体育館南入口,"34.33364278,134.05724722",087-831-9129,,,,学校開校日に随時,
215,高松第一小学校,高松市松島町二丁目14-5,校舎内１階応接室向い壁面,"34.33868806,134.06216972",087-832-0611,,,,学校開校日に随時,
216,鶴尾小学校,高松市松並町636-1,体育館外靴箱ホール,"34.31556472,134.02853472",087-867-2564,,,,学校開校日に随時,
217,太田小学校,高松市伏石町845-1,中館東面ポストの右側,"34.31264111,134.05208833",087-865-4433,,,,学校開校日に随時,
218,木太小学校,高松市木太町3480-1,体育館西側、本館２階職員室前廊下,"34.32505639,134.07648556",087-861-6337,,,,学校開校日に随時,
219,古高松小学校,高松市高松町398,体育館靴箱付近,"34.33228972,134.10677444",087-841-9204,,,,学校開校日に随時,
220,屋島小学校,高松市屋島西町1205-1,南館１階郵便箱の下,"34.34725583,134.10034",087-841-1538,,,,学校開校日に随時,
221,前田小学校,高松市前田東町819-3,体育館入口外靴箱,"34.29588,134.11301944",087-847-6562,,,,学校開校日に随時,
222,川添小学校,高松市東山崎町207-1,体育館西入口、南棟１階運動場側,"34.30636028,134.09297722",087-847-6055,,,,学校開校日に随時,
223,林小学校,高松市林町1108-1,体育館入口、運動場屋外トイレ入口付近,"34.30124583,134.06972028",087-865-6250,,,,学校開校日に随時,
224,三渓小学校,高松市三谷町2173-1,体育館西側入口,"34.27371639,134.06888139",087-889-0767,,,,学校開校日に随時,
225,仏生山小学校,高松市仏生山町甲2461,体育館入口、保健室廊下,"34.27440972,134.04781139",087-889-0549,,,,学校開校日に随時,
226,香西小学校,高松市香西南町703-1,体育館西側入口付近の柱,"34.34510306,133.99781944",087-881-3214,,,,学校開校日に随時,
227,一宮小学校,高松市一宮町672-1,体育館東側,"34.29109667,134.02436417",087-885-1764,,,,学校開校日に随時,
228,多肥小学校,高松市多肥上町902-2,体育館前ピロティ、新運動場体育倉庫壁面,"34.29205278,134.05261389",087-889-0537,,,,学校開校日に随時,
229,川岡小学校,高松市川部町1552,体育館北入口,"34.26745111,134.00721139",087-885-1253,,,,学校開校日に随時,
230,円座小学校,高松市円座町1630-2,体育館西側外壁,"34.28472694,134.00422583",087-885-2542,,,,学校開校日に随時,
231,檀紙小学校,香川県高松市御厩町816,職員玄関靴箱の上,"34.30011306,133.99381611",087-885-1715,,,,学校開校日に随時,
232,弦打小学校,高松市鶴市町374-1,体育館入口靴箱、職員室,"34.32857722,134.00481833",087-881-3523,,,,学校開校日に随時,
233,鬼無小学校,高松市鬼無町佐藤607-1,体育館入口,"34.32700889,133.98848639",087-881-2413,,,,学校開校日に随時,
234,下笠居小学校,高松市生島町345,体育館西入口,"34.35812639,133.96813972",087-881-3188,,,,学校開校日に随時,
235,川島小学校,高松市川島東町864-1,体育館入口靴箱壁面,"34.27555806,134.08898833",087-848-0050,,,,学校開校日に随時,
236,十河小学校,高松市十川西町366-5,北館１階職員室通路壁面,"34.27470472,134.10240083",087-848-0319,,,,学校開校日に随時,
237,東植田小学校,高松市東植田町2008,校舎玄関,"34.23885389,134.09784083",087-849-0062,,,,学校開校日に随時,
238,植田小学校,高松市西植田町2337,体育館入口、玄関（脱靴場）,"34.23884139,134.07888833",087-849-0103,,,,学校開校日に随時,
239,中央小学校,高松市松縄町1138,体育館北側,"34.31173111,134.06270778",087-866-2944,,,,学校開校日に随時,
240,太田南小学校,高松市太田下町1823-1,体育館入口,"34.30589472,134.04424361",087-865-9395,,,,学校開校日に随時,
241,木太南小学校,高松市木太町1530-1,体育館東側通路外側壁面、運動場南側屋外トイレ入口,"34.32080417,134.07471944",087-866-7295,,,,学校開校日に随時,
242,古高松南小学校,高松市新田町甲2605,体育館外側壁面,"34.32686222,134.09864194",087-843-2467,,,,学校開校日に随時,
243,屋島東小学校,高松市屋島東町942-1,体育館東入口右側壁面,"34.35406417,134.11644333",087-843-8402,,,,学校開校日に随時,
244,屋島西小学校,高松市屋島西町2469,体育館北東入口前ピロティ、ピロティ,"34.351425,134.09044556",087-841-1063,,,,学校開校日に随時,
245,木太北部小学校,高松市木太町2613,体育館入口周辺外壁（ピロティ）,"34.33585028,134.0800075",087-831-4150,,,,学校開校日に随時,
246,上西小学校跡施設,高松市塩江町上西乙461,体育館西側壁面,"34.15254167,134.07643722",,月火水木金土日,00:00,23:59,通年利用可能,
247,塩江小学校跡施設,高松市塩江町 安原上東365,校舎玄関横,"34.17022472,134.08312972",,月火水木金土日,00:00,23:59,通年利用可能,
248,安原小学校跡施設,高松市塩江町安原下第２号1684,校舎南側,"34.19788667,134.04067278",,月火水木金土日,00:00,23:59,通年利用可能,
249,牟礼小学校,高松市牟礼町大町1560,体育館下トイレ壁面,"34.33645944,134.14152389",087-845-9239,,,,学校開校日に随時,
250,牟礼北小学校,高松市牟礼町牟礼2900−1,玄関（北東１階東端）,"34.35060306,134.12568667",087-845-5742,,,,学校開校日に随時,
251,牟礼南小学校,高松市牟礼町大町1115−1,体育館入口外,"34.33364722,134.15262472",087-845-9324,,,,学校開校日に随時,
252,庵治小学校,高松市庵治町790−1,体育館南側入口左側,"34.38494556,134.13116694",087-871-2581,,,,学校開校日に随時,
253,大野小学校,高松市香川町大野1045−1,体育館西側入口、プールの入口,"34.26699333,134.02642333",087-885-2165,,,,学校開校日に随時,
254,浅野小学校,高松市香川町浅野3088,体育館東側入口,"34.25909389,134.04109139",087-889-0215,,,,学校開校日に随時,
255,川東小学校,高松市香川町川東上1865−8,体育館１階ピロティの壁面（プール入口付近）,"34.24158111,134.03512667",087-879-2012,,,,学校開校日に随時,
256,香南小学校,高松市香南町横井1008,体育館入口外,"34.24150556,134.00897944",087-879-2269,,,,学校開校日に随時,
257,国分寺北部小学校,高松市国分寺町新居1880,体育館西入口,"34.30594222,133.9631825",087-874-1154,,,,学校開校日に随時,
258,国分寺南部小学校,高松市国分寺町福家甲3005,西館と本館の間の渡り廊下壁面,"34.28390778,133.96175778",087-874-1160,,,,学校開校日に随時,
259,日新小学校跡施設,高松市瀬戸内町18-2,体育館１階北側入口,"34.34753333,134.03003917",,月火水木金土日,00:00,23:59,通年利用可能,
260,築地小学校跡施設,高松市築地町14-1,体育館北側入口,"34.34119417,134.05680944",,月火水木金土日,00:00,23:59,通年利用可能,
261,桜町中学校,高松市桜町二丁目12-4,北校舎入口外、南館２階廊下,"34.32629222,134.05196583",087-861-1668,,,,学校開校日に随時,
262,紫雲中学校,高松市紫雲町8-25,１階校舎入口、事務室前、４階３年生職員室,"34.34065806,134.03364861",087-861-7144,,,,学校開校日に随時,
263,玉藻中学校,高松市上福岡町714-1,第２体育館入口,"34.33374472,134.06628833",087-861-8196,,,,学校開校日に随時,
264,高松第一中学校,高松市松島町二丁目14-5,体育館出入口西側の柱,"34.33872111,134.06241722",087-832-0311,,,,学校開校日に随時,
265,鶴尾中学校,高松市松並町639-1,体育館,"34.31553389,134.02682444",087-867-3382,,,,学校開校日に随時,
266,屋島中学校,高松市屋島中町295,玄関外側,"34.34105528,134.10488833",087-841-2236,,,,学校開校日に随時,
267,協和中学校,高松市元山町88-2,体育館入口の外、１．２年職員室,"34.30715861,134.08561444",087-867-5937,,,,学校開校日に随時,
268,龍雲中学校,高松市出作町331-2,体育館入口、職員室入口付近廊下側,"34.2826,134.05070889",087-889-0131,,,,学校開校日に随時,
269,勝賀中学校,高松市香西南町565,体育館外側壁面,"34.34212917,133.99962222",087-881-3141,,,,学校開校日に随時,
270,一宮中学校,高松市一宮町1185-1,本館１階南側壁面,"34.29281333,134.02536972",087-885-1664,,,,学校開校日に随時,
271,香東中学校,高松市円座町771,体育館、職員室西側廊下,"34.29503917,134.00963944",087-886-6580,,,,学校開校日に随時,
272,下笠居中学校,高松市生島町372-1,体育館外側壁面,"34.35732944,133.96664722",087-881-2621,,,,学校開校日に随時,
273,山田中学校,高松市川島東町1257-1,職員室入口、３階教師コーナー,"34.26714889,134.09260083",087-848-0071,,,,学校開校日に随時,
274,太田中学校,高松市太田下町1800,体育館正面入口付近外側,"34.30593222,134.04571417",087-866-1370,,,,学校開校日に随時,
275,古高松中学校,高松市新田町甲190-1,体育館前入口外側,"34.33201361,134.10291528",087-841-1577,,,,学校開校日に随時,
276,木太中学校,高松市木太町5059-3,体育館前入口外側,"34.31453083,134.06764694",087-866-5588,,,,学校開校日に随時,
277,塩江中学校,高松市塩江町安原上231-1,運動場側出入口壁面,"34.18143389,134.07422111",087-893-0032,,,,学校開校日に随時,
278,牟礼中学校,高松市牟礼町牟礼46-2,玄関外側,"34.33997333,134.14346583",087-845-9604,,,,学校開校日に随時,
279,庵治中学校,高松市庵治町691-1,南館１階保健室横外壁,"34.38399389,134.13097972",087-871-2716,,,,学校開校日に随時,
280,香川第一中学校,高松市香川町浅野1188,健心館入口柱、運動場、第３グラウンド部室棟内,"34.252875,134.03094",087-879-2131,,,,学校開校日に随時,
281,香南中学校,高松市香南町横井801,職員室玄関前,"34.24293278,134.00858417",087-879-2064,,,,学校開校日に随時,
282,国分寺中学校,高松市国分寺町新居1131−1,玄関外の壁、第２体育館正面玄関,"34.29750472,133.96405333",087-874-0031,,,,学校開校日に随時,
283,高松第一高等学校,高松市桜町二丁目5-10,校舎内,"34.32800556,134.05254889",087-861-0244,,,,学校開校日に随時,有
284,生涯学習センター,高松市片原町11-1,２階受付,"34.34546194,134.05345361",087-811-6222,火水木金土日,09:00,22:00,日・祝は17:00まで。休館日以外利用可能。休館日：毎週月曜（月曜が祝日の場合は翌平日）及び12/29〜1/3,有
285,中央図書館,高松市昭和町一丁目2-20　,１階中央カウンター,"34.34391444,134.03429444",087-861-4501,,,,会館時のみ利用可能,
286,総合教育センター,高松市末広町5,西棟入口前,"34.34404444,134.05634222",087-811-2161,月火水木金,08:30,17:15,祝日、12/29〜1/3を除く,
287,教育支援センター「みなみ」,高松市出作町348-6,入口前,"34.283171,134.049707",087-889-8900,月火水木金,08:30,17:15,祝日、12/29〜1/3を除く,
288,上下水道局,高松市番町一丁目10-14,,"34.34108167,134.04522417",,,,,,
289,御殿場浄水場,高松市鶴市町1360,,"34.33414583,134.01514917",,,,,,
290,浅野浄水場,高松市香川町浅野１１６１,,"34.25407361,134.03034278",,,,,,
291,川添浄水場,高松市東山崎町1331,,"34.30787,134.10058417",,,,,,
292,高松市上下水道工事業協同組合,高松市天神前５‐３０,自社ビル北側壁面,"34.34044333,134.04474861",,,,,,
293,株式会社　リバートップ,綾歌郡綾川町山田下3184−1,店舗入口,"34.22225833,133.95281889",,,,,,
294,綾川町社会福祉協議会小規模多機能型居宅介護綾川,綾歌郡綾川町羽床上788-1,一階事務所,"34.22494861,133.92925056",,,,,,
295,医療法人社団　綾上歯科診療所,綾歌郡綾川町山田下字久保3334番地2,院内１Ｆ診療室内,"34.22345556,133.95077167",,,,,,
296,滝宮天満宮,綾歌郡綾川町滝宮１３１４,神社お守授与所,"34.24901167,133.92026278",,,,,,
297,デイサービスセンター綾川,綾歌郡綾川町陶2691-1,入浴更衣室出入口,"34.25616139,133.95820639",,,,,,
298,有限会社　綾南交通,綾歌郡綾川町羽床下2312-1,建物南側自動販売機脇,"34.23798722,133.90429111",,,,,,
299,香川県農業協同組合綾坂地区営農センター,綾歌郡綾川町陶4742番地1,１階事務所,"34.24646194,133.94114056",,,,,,
300,綾川町B&G綾上海洋センター,綾歌郡綾川町3694-1,一階事務所,"34.21775139,133.94920028",,,,,,
301,ダイキ（株）ホームセンターダイキONE川島,高松市川島東町５０４,店舗サービスカウンター,"34.27706528,134.10064472",,,,,,
302,ダイキ（株）ホームセンターダイキ上福岡店,高松市上福岡町838-1,サービスカウンター,"34.33007083,134.06600583",,,,,,
303,ダイキ（株）ホームセンターダイキ牟礼店,高松市牟礼町牟礼1080,サービスカウンター,"34.34320056,134.13155944",,,,,,
304,ダイキ（株）ホームセンターダイキ香川店,高松市香川町大野76番地1,サービスカウンター,"34.26433194,134.03328667",,,,,,
305,ダイキ（株）ホームセンターダイキ香西店,高松市香西東町350-1,サービスカウンター,"34.34253861,134.00733611",,,,,,
306,ダイキ（株）ホームセンターダイキ水田店,高松市東山崎町291-1,サービスカウンター,"34.30069667,134.0928925",,,,,,
307,ダイキ（株）ホームセンターダイキ三木店,木田郡三木町大字氷上894番地,サービスカウンター,"34.26227833,134.13492361",,,,,,
308,柏原渓谷キャンプ村TaTuTaの森,綾歌郡綾川町枌所東3808番地,管理棟,"34.15981,133.98822222",,,,,,
309,綾川町もみじ温泉社会福祉センター,綾歌郡綾川町東分甲343番地3,トレーニングルーム,"34.21869139,133.95231028",,,,,,
310,香川町梅の里社会福祉センター,綾歌郡綾川町滝宮276番地,１階事務所,"34.24991167,133.92092944",,,,,,
311,綾川町立生涯学習センター,綾歌郡綾川町滝宮318,カウンター内,"34.24981583,133.92422361",,,,,,
312,綾川町立陶公民館,綾歌郡綾川町陶5866-1,公民館玄関付近,"34.25281639,133.95004917",,,,,,
313,綾川町立羽床公民館,綾歌郡綾川町羽床下2259番地2,公民館玄関付近,"34.23447806,133.9057075",,,,,,
314,綾川町立枌所公民館,綾歌郡綾川町枌所西2087-1,公民館玄関付近,"34.19815944,133.995275",,,,,,
315,綾川町立山田公民館,綾歌郡綾川町山田上甲1313-1,公民館玄関付近,"34.233805,133.97326139",,,,,,
316,綾川町立西分公民館,綾歌郡綾川町西分1377,公民館玄関付近,"34.20451694,133.95084472",,,,,,
317,綾川町立羽床上公民館,綾歌郡綾川町羽床上797番地,公民館玄関付近,"34.22414972,133.92903722",,,,,,
318,綾川町立昭和公民館,綾歌郡綾川町畑田2390-8,公民館玄関付近,"34.24719056,133.97818861",,,,,,
319,トレスタ白山,木田郡三木町大字下高岡972番地30,フロント、スケート場（冬）又はプール（夏）,"34.26804556,134.14873861",,,,,,
320,三木町老人福祉会館　あけぼの荘,木田郡三木町大字井上1966番地5,事務所,"34.2923525,134.13827583",,,,,,
321,三木町健康生きがい中核施設　サンサン館みき,木田郡三木町大字氷上2940番地1,事務所,"34.25329194,134.13519611",,,,,,
322,サンサン館みき三木町農村運動広場,木田郡三木町大字朝倉1441番地,トレーニングセンター玄関ホール,"34.23131861,134.12106861",,,,,,
323,三木町農村環境改善センター,木田郡三木町大字氷上370番地２,玄関ホール,"34.26846861,134.13475222",,,,,,
324,三木町文化交流プラザ,木田郡三木町大字鹿伏360番地,事務所,"34.27261056,134.13615694",,,,,,
325,ウォーキングセンター,木田郡三木町大字下高岡1459番地2,玄関靴箱上部,"34.26165583,134.14866528",,,,,,
326,まんでがんふれあいホーム,木田郡三木町大字田中1279番地,職員室,"34.2633075,134.124605",,,,,,
327,池戸商工センター,木田郡三木町大字池戸2340-1,エントランス,"34.27786361,134.121665",,,,,,
328,井戸公民館,木田郡三木町大字井戸2679-1,公民館玄関,"34.26504278,134.16273167",,,,,,
329,三木町地域交流センター,木田郡三木町大字氷上2871,事務所入口,"34.27250778,134.13634722",,,,,,
330,株式会社　幸燿,高松市田村町948番地,正面玄関ロビー,"34.31151694,134.03357889",,,,,,
331,市民交流プラザIKODE瓦町,高松市常磐町一丁目3-1　８階,受付カウンターの北側,"34.338877,134.052465",087-863-2888,月火水木金土日,10:00,21:00,,
332,男木保育所,高松市男木町165,職員室,"34.420017,134.056506",087-873-0614,月火水木金,09:00,16:00,開所日のみ,
333,男木小学校,高松市男木町165,靴箱外,"34.420094,134.056812",087-873-0506,,,,学校開校日に随時,
334,屋島陸上競技場,高松市屋島中町374-1,エントランスホール、事務所,"34.340395,134.101516",087-802-7350,月火水木金土日,09:00,21:00,12/29〜1/3を除く,
335,御山公園,高松市牟礼町牟礼1355-1,プレイセンター内,"34.346831,134.133861",087-845-5585,月水木金土日,09:00,22:00,休園日以外利用可能。休園日：毎週火曜（火曜が祝日の場合は翌平日）及び12/29〜1/3,
336,男木灯台資料館,高松市男木町1062-3,正面入口,"34.433492,134.060806",087-873-0001,日,09:00,16:30,日曜、祝日、7/1〜8/31のみ,有
337,庵治太鼓の鼻オートキャンプ場,高松市庵治町3220-1,管理棟男子トイレ前,"34.373124,134.160247",087-871-0025,月水木金土日,09:00,17:00,12/1〜2/末休館。キャンプ客がいるときは使用可能,有
338,純愛の聖地庵治・観光交流館,高松市庵治町5824-4,カフェカウンター,"34.390017,134.128508",087-871-1700,月水木金土日,09:00,17:00,,有
339,讃岐国分寺跡資料館,高松市国分寺町国分2177-1,受付カウンター後部のボックス,"34.302841,133.946768",087-874-8840,月水木金土日,09:00,16:30,開館日のみ利用可,有
340,高松市こども未来館,高松市松島町一丁目15-1,１階受付及び３階受付,"34.340097,134.059766",087-839-2571,月水木金土日,09:00,21:00,日・祝は17:00まで。3階受付は9:30〜17:00,有
341,吉光児童館,高松市香南町吉光349-1,玄関,"34.249437,134.014949",087-879-6041,火水木金土,09:00,17:00,12/29〜1/3を除く,
342,新居児童館,高松市国分寺町国分78-1,廊下,"34.299933,133.957815",087-874-3533,月火水木金土,09:00,17:00,12/29〜1/3を除く,
343,上天神文化センター,高松市上天神町152-1,事務室,"34.314045,134.036983",087-866-2494,月火水木金土,08:30,17:00,祝日、12/29〜1/3を除く。月・土は開館日のみ（第1･3土曜開館、その翌週月曜休館）,
344,田村文化センター,高松市田村町662-1,玄関,"34.305101,134.026647",087-867-6904,月火水木金土,08:30,17:00,祝日、12/29〜1/3を除く。月・土は開館日のみ（第1･3土曜開館、その翌週月曜休館）,
345,中川文化センター,高松市前田東町860-3,玄関,"34.297654,134.105890",087-847-5896,月火水木金土,08:30,17:00,祝日、12/29〜1/3を除く。月・土は開館日のみ（第1･3土曜開館、その翌週月曜休館）,
346,中原文化センター,高松市池田町391-7,玄関,"34.264114,134.082753",087-848-1090,月火水木金土,08:30,17:00,祝日、12/29〜1/3を除く。月・土は開館日のみ（第1･3土曜開館、その翌週月曜休館）,
347,吉光文化センター,高松市香南町由佐629,廊下,"34.247407,134.015321",087-879-6244,月火水木金土,08:30,17:00,祝日、12/29〜1/3を除く。月・土は開館日のみ（第1･3土曜開館、その翌週月曜休館）,
348,国分寺文化センター,高松市国分寺町新居1423-1,玄関,"34.299615,133.959229",087-874-4519,月火水木金土,08:30,17:00,祝日、12/29〜1/3を除く。月・土は開館日のみ（第1･3土曜開館、その翌週月曜休館）,
349,高松市環境業務センター,高松市木太町2282-1,正面入口,"34.338906,134.072161",087-834-0389,月火水木金,08:30,17:15,祝日、12/29〜1/3を除く,
350,高松駅南交通広場高速バスターミナル待合所,高松市浜ノ町1-33,待合所内,"34.350353,134.046568",,月火水木金土日,04:00,23:30,,
351,今里集会場,高松市今里町二丁目3-8,正面入口,"34.326263,134.061314",,,,,施設利用者のみ利用可能,
352,東部下水処理場,高松市屋島西町2366-6,管理棟玄関,"34.348969,134.085607",087-843-8580,月火水木金,06:00,22:00,祝日、12/29〜1/3を除く,
353,北消防署,高松市宮脇町一丁目2-34,救急事務所,"34.338767,134.038852",087-861-1551,月火水木金土日,00:00,23:59,終日利用可能,有
354,北消防署朝日分署,高松市朝日町二丁目1-39,正面入口,"34.347514,134.065023",087-822-1419,月火水木金土日,00:00,23:59,終日利用可能,有
355,南消防署,高松市多肥下町1530-16,受付,"34.303218,134.059234",087-815-0119,月火水木金土日,00:00,23:59,終日利用可能,有
356,南消防署香川分署,高松市香川町川東上947-1,受付,"34.233441,134.034643",087-879-4111,月火水木金土日,00:00,23:59,終日利用可能,有
357,東消防署,高松市新田町甲984-1,事務所,"34.326046,134.106041",087-843-5119,月火水木金土日,00:00,23:59,終日利用可能,有
358,東消防署牟礼分署,高松市牟礼町牟礼3720-328,事務所,"34.356451,134.123267",087-845-1255,月火水木金土日,00:00,23:59,終日利用可能,有
359,西消防署,高松市香西南町603-1,受付,"34.339380,133.997619",087-881-0119,月火水木金土日,00:00,23:59,終日利用可能,有
360,西消防署綾川分署,綾歌郡綾川町山田下1160-1,受付,"34.237125,133.946248",087-878-1111,月火水木金土日,00:00,23:59,終日利用可能,有
361,三木消防署,木田郡三木町氷上373-2,玄関ホール,"34.268597,134.135212",087-898-4119,月火水木金土日,00:00,23:59,終日利用可能,有
